LocationID,SpeciesName,SpeciesLatinName,ObservationYear,ObservationDay,ObservationDate,Season,EventName,Easting,Northing,loccounty,locregion
21033,Procumbent Pearlwort,Sagina procumbens,1966,146,25/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Heath Bedstraw,Galium saxatile,1966,161,9/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Bramble,Rubus fruticosus agg.,1966,161,9/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Tansy,Tanacetum vulgare,1966,219,6/08/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Twayblade,Neottia ovata,1966,143,22/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Ground Ivy,Glechoma hederacea,1966,94,3/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Flote-grass,Glyceria fluitans,1966,143,22/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Figwort,Scrophularia nodosa,1966,153,1/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Rough Hawkbit,Leontodon hispidus,1966,156,4/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Goat Willow,Salix caprea,1966,67,7/03/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Herb Robert,Geranium robertianum,1966,125,4/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Clustered Bell-flower,Campanula glomerata,1966,165,13/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Timothy,Phleum pratense,1966,167,15/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Common Rockrose,Helianthemum nummularium,1966,140,19/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,"Wood Avens, Herb Robert"," Herb Robert""",1966,149,28/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hoary Cress,Lepidium draba,1966,139,18/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hairy Oat,Helictotrichon pubescens,1966,141,20/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
231856,Primrose,Primula vulgaris,1966,336,2/12/1966,S,FIrst flowering,344000,109000,Somerset,
21033,Wild Basil,Clinopodium vulgare,1966,208,26/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Mountain Cranesbill,Geranium pyrenaicum,1966,140,19/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Frog Orchid,Coeloglossum viride,1966,173,21/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Bitter Vetch,Lathyrus latifolius,1966,190,8/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Pale Toadflax,Linaria repens,1966,209,27/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Lesser Bindweed,Convolvulus arvensis,1966,169,17/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Honesty,Lunaria annua,1966,85,25/03/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Black Horehound,Ballota nigra,1966,168,16/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Ivy-leaved Toadflax,Cymbalaria muralis,1966,106,15/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Upright Hedge-parsley,Torilis japonica,1966,191,9/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Purple Willow,Salix purpurea,1966,101,10/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,White Clover Dutch Clover,Trifolium repens,1966,140,19/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Brome,Bromus hordeaceus,1966,134,13/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Birdsfoot-trefoil,Lotus corniculatus,1966,140,19/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Smooth Hawk's-beard,Crepis capillaris,1966,140,19/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,"Turnip, Naven"," Naven""",1966,148,27/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Yellow Oat,Trisetum flavescens,1966,161,9/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Moschatel,Adoxa moschatellina,1966,82,22/03/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Pear,Prunus communis,1966,112,21/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Crack Willow,Salix fragilis,1966,125,4/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Fool's Parsley,Aethusa cynapium,1966,139,18/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Nettle-leaved Bell-flower,Campanula trachelium,1966,188,6/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Welted Thistle,Carduus acanthoides,1966,156,4/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Norway Maple,Acer platanoides,1966,93,2/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Blackthorn,Prunus spinosa,1966,82,22/03/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Black Knapweed,Centaurea nigra,1966,164,12/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Osier,Salix viminalis,1966,76,16/03/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Musk Thistle,Carduus nutans,1966,169,17/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Foxglove,Digitalis purpurea,1966,161,9/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hairy Bitter-cress,Cardamine hirsuta,1966,56,25/02/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Yarrow,Achillea millefolium,1966,160,8/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Meadow Oat,Helictotrichon pratense,1966,150,29/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Fragrant Orchid,Gymnadenia conopsea,1966,164,12/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Agrimony,Agrimonia eupatoria,1966,190,8/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Green Hellebore,Helleborus viridis,1966,58,27/02/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Garlic mustard,Alliaria petiolata,1966,101,10/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Ground Elder,Aegopodium podagraria,1966,142,21/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Nipplewort,Lapsana communis,1966,169,17/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hogweed,Heracleum sphondylium,1966,141,20/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Black Twitch Grass,Alopecurus myosuroides,1966,148,27/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Colt's-foot,Tussilago farfara,1966,56,25/02/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Ivy,Hedera helix,1966,259,15/09/1966,A,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Marsh Foxtail Grass,Alopecurus geniculatus,1966,160,8/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Dog rose,Rosa canina,1966,149,28/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Meadow Thistle,Cirsium dissectum,1966,161,9/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Greater Knapweed,Centaurea scabiosa,1966,168,16/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Sweet Vernal Grass,Anthoxanthum odoratum,1966,113,22/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Opposite-leaved Golden Saxifrage,Chrysosplenium oppositifolium,1966,68,8/03/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hammer Sedge,Carex hirta,1966,142,21/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Sanicle,Sanicula europaea,1966,143,22/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Common St.John's Wort,Hypericum perforatum,1966,190,8/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wych Elm,Ulmus glabra,1966,82,22/03/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Pyramidal Orchid,Anacamptis pyramidalis,1966,167,15/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wood-sorrel,Oxalis acetosella,1966,87,27/03/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,White Helleborine,Cephalanthera damasonium,1966,153,1/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Common Mouse-ear Chickweed,Cerastium fontanum,1966,113,22/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hoary Ragwort,Senecio erucifolius,1966,215,2/08/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Stone Parsley,Sison amomum,1966,215,2/08/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Whitebeam,Sorbus aria,1966,157,5/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Sycamore,Acer pseudoplatanus,1966,130,9/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Yellow Figwort,Scrophularia vernalis,1966,98,7/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wall Pepper,Sedum acre,1966,161,9/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Cow Parsley,Anthriscus sylvestris,1966,77,17/03/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Chervil,Chaerophyllum temulum,1966,143,22/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Himalayan Balsam,Impatiens glandulifera,1966,166,14/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Scarlet Pimpernel,Anagallis arvensis,1966,158,6/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Ploughman's Spikenard,Inula conyzae,1966,219,6/08/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Yellow Archangle,Lamium galeobdolon,1966,129,8/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Mugwort,Artemisia vulgaris,1966,204,22/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Ragged Robin,Silene flos-cuculi,1966,141,20/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Snowberry,Symphoricarpos albus,1966,153,1/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wild Parsnip,Pastinaca sativa,1966,160,8/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Golden Rod,Solidago canadensis,1966,192,10/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hawkweed Ox-tongue,Picris hieracioides,1966,195,13/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Carline Thistle,Carlina vulgaris,1966,217,4/08/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Elder,Sambucus nigra,1966,144,23/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Meadow Grass,Poa pratensis,1966,107,16/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Meadow Vetchling,Lathyrus pratensis,1966,166,14/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Old Man's Beard,Clematis vitalba,1966,193,11/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Small Scabious,Scabiosa columbaria,1966,159,7/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Stemless Thistle,Cirsium acaule,1966,208,26/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wild Privet,Ligustrum vulgare,1966,163,11/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Bulrush,Schoenoplectus lacustris,1966,210,28/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Soft Rush,Juncus effusus,1966,161,9/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hyacinth,Hyacinthoides non-scripta x hispanica = H. x massartiana,1966,141,20/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Rosebay Willow-herb,Chamerion angustifolium,1966,171,19/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Small Balsam,Impatiens parviflora,1966,169,17/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Clustered Mouse-ear Chickweed,Cerastium glomeratum,1966,107,16/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Prickly Sow-thistle,Sonchus asper,1966,164,12/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Enchanter's Night-shade,Circaea lutetiana,1966,188,6/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Oxford Ragwort,Senecio squalidus,1966,94,3/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Prickly Lettuce,Lactuca serriola,1966,219,6/08/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Toadflax,Linaria vulgaris,1966,165,13/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Field Milk-thistle,Sonchus arvensis,1966,189,7/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Snow in Summer,Cerastium tomentosum,1966,134,13/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Water Figwort,Scrophularia auriculata,1966,165,13/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Red Campion,Silene dioica,1966,106,15/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Feverfew,Tanacetum parthenium,1966,169,17/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Milk-Thistle,Sonchus oleraceus,1966,164,12/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Squinancy Wort,Asperula cynanchica,1966,165,13/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Creeping Thistle,Cirsium arvense,1966,160,8/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Rough Hawk's-beard,Crepis biennis,1966,166,14/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,White Mustard,Sinapis alba,1966,148,27/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Greater Celandine,Chelidonium majus,1966,136,15/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Great Burdock,Arctium lappa,1966,228,15/08/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Ploughman's Spikenard,Inula conyzae,1966,190,8/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Spear Thistle,Cirsium vulgare,1966,188,6/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Autumnal Hawkbit,Scorzoneroides autumnalis,1966,203,21/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Scented Mayweed,Matricaria chamomilla,1966,154,2/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hedge Woundwort,Stachys sylvatica,1966,162,10/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Gipsy-wort,Lycopus europaeus,1966,209,27/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Ragwort,Senecio jacobaea,1966,190,8/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Early Marsh Orchid,Dactylorhiza incarnata,1966,151,30/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Southern Marsh Orchid,Dactylorhiza praetermissa,1966,165,13/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Oat-grass,Arrhenatherum elatius,1966,152,31/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hop Trefoil,Trifolium campestre,1966,165,13/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Bladder Campion,Silene vulgaris,1966,157,5/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Goat's Beard,Tragopogon pratensis,1966,140,19/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Field Scabius,Knautia arvensis,1966,175,23/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Lesser Yellow Trefoil,Trifolium dubium,1966,140,19/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,"Heather, Ling"," Ling""",1966,193,11/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Comfrey,Symphytum officinale,1966,114,23/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Horse-radish,Armoracia rusticana,1966,141,20/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wild Oat,Avena fatua,1966,191,9/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Lesser Burdock,Arctium minus,1966,190,8/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Greater Birdsfoot-trefoil,Lotus pedunculatus,1966,165,13/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Oxeye daisy,Leucanthemum vulgare,1966,140,19/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Snapdragon,Antirrhinum majus,1966,158,6/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Black Bryony,Dioscorea communis,1966,162,10/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
232209,Colt's-foot,Tussilago farfara,1966,46,15/02/1966,S,FIrst flowering,499000,149000,Surrey,
21033,Woody Nightshade,Solanum dulcamara,1966,140,19/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,White Dead-nettle,Lamium album,1966,61,1/03/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hemlock,Conium maculatum,1966,165,13/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Spurge Laurel,Daphne laureola ,1966,78,18/03/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Yew,Taxus baccata,1966,57,26/02/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
232806,Almond,Prunus dulcis,1966,72,13/03/1966,S,FIrst flowering,616000,244000,Suffolk,
232806,Daffodil,Narcissus pseudonarcissus,1966,65,6/03/1966,S,FIrst flowering,616000,244000,Suffolk,
232806,Comfrey,Symphytum officinale,1966,118,28/04/1966,S,FIrst flowering,616000,244000,Suffolk,
21033,Honeysuckle,Lonicera periclymenum,1966,170,18/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,"Pignut, Earthnut"," Earthnut""",1966,142,21/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Brooklime,Veronica beccabunga,1966,165,13/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Crested Dog's-tail,Cynosurus cristatus,1966,154,2/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Upright Brome,Bromopsis erecta,1966,130,9/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Dogwood,Cornus sanguinea,1966,162,10/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
233421,Wood anemone,Anemone nemorosa,1966,62,3/03/1966,S,FIrst flowering,586000,112000,East Sussex,South East
21033,Quaking Grass,Briza media,1966,143,22/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hazel,Corylus avellana,1966,14,14/01/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Deadly Nightshade,Atropa belladonna,1966,162,10/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hairy Woodrush,Luzula pilosa,1966,57,26/02/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Field Woodrush,Luzula campestris,1966,91,31/03/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Common Mallow,Malva sylvestris,1966,168,16/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Common Spotted Orchid,Dactylorhiza fuchsii,1966,149,28/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Beaked Hawksbeard,Crepis vesicaria,1966,140,19/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hoary Plantain,Plantago media,1966,143,22/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Barren Strawberry,Potentilla sterilis,1966,57,26/02/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Red Clover,Trifolium pratense,1966,136,15/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Field Rose,Rosa arvensis,1966,157,5/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wavy hair-grass,Deschampsia flexuosa,1966,139,18/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Musk Mallow,Malva moschata ,1966,189,7/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Oregon Grape,Mahonia aquifolium,1966,64,4/03/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Butterbur,Petasites hybridus,1966,85,25/03/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Heath Milkwort,Polygala serpyllifolia,1966,140,19/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Ivy Speedwell,Veronica hederifolia,1966,83,23/03/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Common Horsetail,Equisetum arvense,1966,114,23/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Great Horsetail,Equisetum telmateia,1966,112,21/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Three-nerved Sandwort,Moehringia trinervia,1966,113,22/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wall Lettuce,Mycelis muralis,1966,164,12/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Meadow-sweet,Filipendula ulmaria,1966,194,12/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Water Mint,Mentha aquatica,1966,218,5/08/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Violet Helleborine,Epipactis purpurata,1966,219,6/08/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Common Melliot,Melilotus officinalis,1966,167,15/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Dog's Mercury,Mercurialis perennis,1966,59,28/02/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Water Forget-me-not,Myosotis scorpioides,1966,165,13/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wood Spurge,Euphorbia amygdaloides,1966,78,18/03/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Creeping Buttercup,Ranunculus repens,1966,135,14/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Mezereon,Daphne mezereum,1966,57,26/02/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Marsh Marigold,Caltha palustris,1966,106,15/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Thyme-leaved Speedwell,Veronica serpyllifolia,1966,128,7/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wallflower,Erysimum cheiri,1966,78,18/03/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wood Millet,Milium effusum,1966,144,23/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hairy Violet,Viola hirta,1966,75,15/03/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Willow Herb,Epilobium ciliatum,1966,167,15/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Stinging Nettle,Urtica dioica,1966,155,3/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Field Pansy,Viola arvensis,1966,136,15/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Restharrow,Ononis repens,1966,190,8/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Field Poppy,Papaver rhoeas,1966,155,3/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,White Bryony,Bryonia dioica,1966,155,3/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Dark Mullein,Verbascum nigrum,1966,190,8/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Bird's Nest Orchid,Neottia nidus-avis,1966,144,23/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Tormentil,Potentilla erecta,1966,141,20/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Corn Mint,Mentha arvensis,1966,215,2/08/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Smaller Cat's Tail Grass,Phleum bertolonii,1966,166,14/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Bearded Couch Grass,Elymus caninus,1966,192,10/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Silverweed,Potentilla anserina,1966,134,13/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Garden Speedwell,Veronica filiformis,1966,98,7/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Great Reedmace,Typha latifolia,1966,193,11/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Broad Helleborine,Epipactis helleborine,1966,219,6/08/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wood Forget-me-not,Myosotis sylvatica,1966,92,1/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Blue Fleabane,Erigeron acris,1966,207,25/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Japanese Bindweed,Fallopia japonica,1966,238,25/08/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Great Plantain,Plantago major,1966,165,13/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Self-heal,Prunella vulgaris,1966,157,5/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Raspberry,Rubus idaeus,1966,161,9/06/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wood Speedwell,Veronica montana,1966,136,15/05/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Alkanet,Pentaglottis sempervirens,1966,100,9/04/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,White Melilot,Melilotus albus,1966,204,22/07/1966,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
